"Strain","Well","cells_per_ml_start","FSCH_start","cells_per_ml_end","FSCH_end","Hours","Temperature","MicroResp_start","MicroResp_end","ATP_start","ATP_end","OD_start","OD_end","Plate","growth_rate","cell_volume_start","cell_volume_end","cell_diameter_start","cell_diameter_end","mean_diameter_start","mean_diameter_end","mean_volume_start","mean_volume_end","biomass_start","biomass_end","biomass_increase","growth_rate_biomass","CO2_raw","CO2_respired","Resp_rate","C_respired","Resp_rate_per_cell","Resp_rate_per_biomass","ATP_per_ml_start","ATP_per_cell_start","ATP_per_biomass_start","ATP_per_ml_end","ATP_per_cell_end","ATP_per_biomass_end","ATP_per_cell_change","ATP_per_biomass_change","Phylum","Class","Order","Family","Genus","Species","CUE","Gram_type","Motility","Spore_forming","Shape","Aero_anaero"
"04_04_02","C05",25700000,24488.7057976654,37500000,24228.3214666667,4,15,0.863072916666667,0.640735631342701,8979,15029,0.0245,0.0445,1,0.0944624852687976,0.150052250366771,0.148889133040684,0.659297299557799,0.657589383254242,0.668644798454338,0.668833413478615,0.156525476206906,0.156657974292765,1.52573070934457,2.22708598588832,0.701355276543755,0.0945551372990633,0.0821158169063279,0.0292288109527139,0.00730720273817848,10.9608041072677,8.77444742810979e-08,1.47771090049849,0.0123995477558335,4.82472675324262e-10,0.00812695692620631,0.0231251949270829,6.16671864722211e-10,0.0103836111733508,8.75524749406405e-11,0.00147050759207982,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0601394007285927,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","D05",11400000,22910.75,1.5e+07,25232.7748,4,15,0.863072916666667,0.709168305652681,5100,9323,0.0195,0.0325,1,0.0686092114254402,0.143095709824634,0.153409304607811,0.6489471512874,0.664177806672741,0.668644798454338,0.668833413478615,0.156525476206906,0.156657974292765,0.676783271849342,0.89083439435533,0.214051122505988,0.0687018634557057,0.0668924651664651,0.0140054592128511,0.00350136480321277,5.25204720481916,1.00094115858842e-07,1.68569744322791,0.00625402932168722,5.48599063305897e-10,0.00924081546016613,0.0129766436265728,8.65109575104855e-10,0.0145668417259121,8.75524749406405e-11,0.00147050759207982,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.039159764367198,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","A05",88700000,24755.0228635851,128600000,25582.6196423017,3,19,1.01835416666667,0.551692863651425,118807,133657,0.1245,0.25875,1,0.123815640829328,0.151248118727606,0.155004872966322,0.66104412993371,0.666472513530065,0.664665437669683,0.655078628123164,0.153747446294982,0.147190206589109,5.2247077700917,7.4317048412957,2.20699707120399,0.117452139677488,0.109951378574684,0.0749638392960071,0.0249879464320024,28.1114397360027,8.72339830964466e-08,1.49603675939953,0.282201199798731,3.1815242367388e-09,0.0540128198966768,0.325424291362324,2.53051548493254e-09,0.0437886458506858,-6.87977389570965e-10,-0.0108383605631483,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0727938938685449,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","B05",28900000,24128.8084429066,43300000,22981.2615704388,3,19,1.01835416666667,0.690075427557276,57325,64320,0.0665,0.10775,1,0.134770346630019,0.148446208270101,0.143401878069859,0.656936656129517,0.649409651700846,0.664665437669683,0.655078628123164,0.153747446294982,0.147190206589109,1.70230050231849,2.50227698000081,0.799976477682314,0.128406845478179,0.0696565956511902,0.0346690563725128,0.0115563521241709,13.0008961396923,1.21676061058834e-07,2.08681643555809,0.116841282872973,4.04295096446273e-09,0.068637283907182,0.134307016953354,3.1017786825255e-09,0.0536739210034658,-6.87977389570965e-10,-0.0108383605631483,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0579656446270784,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","C05",14100000,23871.3633333333,21700000,23307.81,3,19,1.01835416666667,0.789174657534247,27041,33188,0.0365,0.08575,1,0.143712487720763,0.147304417751473,0.144825479143474,0.655248018805509,0.651551552423556,0.664665437669683,0.655078628123164,0.153747446294982,0.147190206589109,0.830534155110406,1.25402795533528,0.423493800224871,0.137348986568924,0.0529793692660624,0.017991829987385,0.00599727666246168,6.74693624526939,1.27581446355402e-07,2.18818989850815,0.047070360586861,3.33832344587666e-09,0.0566748041573362,0.0603096917182576,2.77924846627915e-09,0.0480927809158235,-6.87977389570965e-10,-0.0108383605631483,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0590611438279054,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","D05",8700000,28473.2762068966,15400000,23510.4627272727,3,19,1.01835416666667,0.851410860655738,14170,18054,0.0255,0.05075,1,0.190348161253015,0.168613967732566,0.145713672144231,0.685432945809997,0.652880794838189,0.664665437669683,0.655078628123164,0.153747446294982,0.147190206589109,0.512457244642591,0.889955323141164,0.377498078498573,0.183984660101175,0.0453808144657843,0.010393275187107,0.00346442506236899,3.89747819516512,1.10728031040806e-07,1.89954927410817,0.0215356269122362,2.47535941519956e-09,0.0420242413145238,0.0288704704019532,1.8747058702567e-09,0.0324403592531507,-6.87977389570965e-10,-0.0108383605631483,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0883041341829609,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","A05",6300000,26719.7438095238,12900000,28112.7144186047,3,21,0.959375,0.79865240434333,8339,15323,0.01675,0.0455,1,0.23889255932338,0.160267410544631,0.166874637990308,0.673931153214406,0.68306794422061,0.673931153214406,0.68306794422061,0.160267410544631,0.166874637990308,0.377902073954961,0.787613582955344,0.409711509000383,0.244790831392651,0.051250441191458,0.0115505809768354,0.00385019365894512,4.33146786631326,1.5678112791069e-07,2.58792735096047,0.0113382990742516,1.79973001178597e-09,0.0300032729526722,0.0236736923744637,1.83516995150882e-09,0.0300574963240648,3.54399397228506e-11,5.42233713926345e-05,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0864155258781533,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","A05",72200000,28576.7166759003,1.91e+08,26822.534,3,23,0.932505263157895,0.428891004679646,140071,117611,0.158,0.313,1,0.324277794049284,0.169115180205002,0.160748902195566,0.686111433884842,0.674605375973843,0.661038840734848,0.652194800259474,0.151244488221229,0.145254841996085,4.22234156907837,10.9739530442131,6.75161147513471,0.318378237151601,0.182688560993171,0.138965604046353,0.0463218680154511,52.1121015173825,1.42245768714891e-07,2.45739244274841,0.344414444621945,4.77028316650894e-09,0.0815695364733655,0.278767416715096,1.45951527075967e-09,0.0254026434769647,-3.64451658234971e-09,-0.0619181451166713,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.114699041767769,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","B05",25800000,22249.3597286822,85700000,21419.2229288215,3,23,0.932505263157895,0.544558507135016,75546,62564,0.079,0.153,1,0.400159444558721,0.140245074958327,0.136721039464553,0.644608951584425,0.639163907448217,0.661038840734848,0.652194800259474,0.151244488221229,0.145254841996085,1.50881457731609,4.92391505701079,3.4151004796947,0.394259887661039,0.111743913910026,0.0680209569632085,0.0226736523210695,25.5078588612032,1.70404184203361e-07,2.94478175060625,0.163168335745792,6.3243540986741e-09,0.108143398267028,0.129883102466097,1.51555545468024e-09,0.0263780144381585,-3.64451658234971e-09,-0.0619181451166713,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.11807576256091,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","C05",14100000,23662.8385106383,4.3e+07,22989.0244186047,3,23,0.932505263157895,0.62951782309781,38576,29982,0.04,0.104,1,0.371675106103146,0.146383896221175,0.143435611789862,0.653880260065913,0.64946056987589,0.661038840734848,0.652194800259474,0.151244488221229,0.145254841996085,0.824584710858795,2.47057581623645,1.64599110537766,0.365775549205465,0.0829082585718302,0.0391853016250127,0.0130617672083376,14.6944881093797,1.88981848691528e-07,3.26543955246242,0.0723508776313581,5.13126791711759e-09,0.0877422012300052,0.0533336523624842,1.24031749680196e-09,0.0215875392335581,-3.64451658234971e-09,-0.0619181451166713,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.100730895571969,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","D05",9700000,24527.9510309278,24900000,22392.73,3,23,0.932505263157895,0.700396966214663,21175,16531,0.027,0.054,1,0.314247305987109,0.150228079436989,0.140859765893339,0.659554717404213,0.645549347739946,0.661038840734848,0.652194800259474,0.151244488221229,0.145254841996085,0.567267496122717,1.43063576335553,0.86336826723281,0.308347749089426,0.0665584313795948,0.0228354744327772,0.00761182481092575,8.56330291229147,1.77039136219681e-07,3.05834170421738,0.0350143716391935,3.6097290349684e-09,0.0617246217675388,0.025950273674145,1.04217966562831e-09,0.0181389801225709,-3.64451658234971e-09,-0.0619181451166713,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0915878204289269,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","A05",38200000,23701.5502617801,101700000,22968.3469911504,3,25,0.886520833333333,0.468051267710664,64640,90368,0.1075,0.21925,1,0.326397262480662,0.146554496415845,0.14334576904709,0.654134178689437,0.64932494222376,0.645660613829972,0.626139785992397,0.140932613694831,0.128532372425286,2.16594249560837,5.5384081520754,3.37246565646704,0.31295050757678,0.15203575206733,0.103314327961654,0.0344381093205512,38.7428729856201,1.99142798159722e-07,3.59517427333394,0.135115953637939,3.53706684916072e-09,0.0623820595015327,0.202664532651299,1.99276826599114e-09,0.0365925600075818,-1.89352785793612e-09,-0.0318535795868275,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0800768975201076,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","B05",20100000,20696.5469651741,48800000,20165.785204918,3,25,0.886520833333333,0.592005522930649,70540,44807,0.1345,0.18825,1,0.295670165931358,0.133701679423662,0.131512684718693,0.634423721831947,0.630942342364261,0.645660613829972,0.626139785992397,0.140932613694831,0.128532372425286,1.13967131313425,2.6575645803469,1.51789326721265,0.282223411027476,0.0935170846699361,0.0447956605642594,0.0149318868547531,16.7983727115973,1.73058454599817e-07,3.12333821407856,0.150178202170867,7.47155234680928e-09,0.13177325816674,0.0867218430935677,1.77708694863868e-09,0.0326320736417429,-1.89352785793612e-09,-0.0318535795868275,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0828713269925594,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","C05",10900000,18860.7533027523,30200000,18589.6402649007,3,25,0.886520833333333,0.64913025462963,18346,45675,0.0385,0.08425,1,0.339693045048576,0.126232286162513,0.125153351615259,0.622382360072614,0.62060407189499,0.645660613829972,0.626139785992397,0.140932613694831,0.128532372425286,0.618030712097676,1.64464037554255,1.02660966344487,0.326246290144694,0.0772926163828262,0.0285711922771495,0.00952373075904984,10.7141971039311,1.88577110854143e-07,3.40486475191282,0.0294364261048391,2.70058955090267e-09,0.0476293904633446,0.0887587245364397,2.93903061378939e-09,0.053968469859047,-1.89352785793612e-09,-0.0318535795868275,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0874394480537315,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","D05",6100000,26379.9227868852,13900000,16010.6289928058,3,25,0.886520833333333,0.702543929211469,10159,15940,0.0285,0.06225,1,0.274533356319127,0.158682459887984,0.115195573970402,0.671702194725891,0.603687787486576,0.645660613829972,0.626139785992397,0.140932613694831,0.128532372425286,0.345870398513378,0.75697023907422,0.411099840560841,0.261086601415245,0.0656299448987386,0.0169085207930619,0.00563617359768731,6.34069529739823,2.23170815563031e-07,4.02693074156599,0.0143975853583377,2.36025989480945e-09,0.0416271106756213,0.0248319522031058,1.7864713815184e-09,0.0328043969515571,-1.89352785793612e-09,-0.0318535795868275,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0608874872772144,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","A05",120800000,26543.2116556291,165600000,24564.9764734299,3,30,0.772229166666667,0.376214209401709,229972,194719,0.154,0.263,1,0.105146318816814,0.159442740716917,0.150394089126846,0.672773241205714,0.65979757517009,0.660941845737995,0.652863462555102,0.151177921151396,0.14570206749792,7.06316512522041,9.52740956032149,2.46424443510108,0.0997598640574596,0.237868341520005,0.183146626445134,0.0610488754817113,68.6799849169253,1.61193026571631e-07,2.78036783250352,0.627518746150113,5.19469160720292e-09,0.088843844795506,0.513078811349586,3.0983020009033e-09,0.0538529185820236,-1.10143979404157e-09,-0.0177473373015678,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0346373059002134,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","B05",49400000,26024.3081781377,72600000,24702.6706060606,3,30,0.772229166666667,0.491237392473118,120078,117988,0.08,0.162,1,0.128338165878958,0.157035072487995,0.15101253661368,0.669369642741164,0.660700740322625,0.660941845737995,0.652863462555102,0.151177921151396,0.14570206749792,2.88841355286331,4.17687158260471,1.2884580297414,0.122951711119603,0.136085902022449,0.0813641869475784,0.0271213956491928,30.5115701053419,1.68784437302018e-07,2.911580871711,0.285858275470101,5.78660476660124e-09,0.0989672255161409,0.279849017051475,3.8546696563564e-09,0.0669996698526604,-1.10143979404157e-09,-0.0177473373015678,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0405175122571641,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","C05",2.5e+07,23637.44352,3.3e+07,23253.6341818182,3,30,0.772229166666667,0.565831540634507,61458,70403,0.041,0.09,1,0.0925439121994257,0.146272054076276,0.144588648562953,0.653713688911753,0.651196201689599,0.660941845737995,0.652863462555102,0.151177921151396,0.14570206749792,1.46174774942475,1.89857799209305,0.436830242668297,0.0871574574400713,0.101226111886892,0.0465043968120217,0.0155014656040072,17.4391488045081,2.01735881974642e-07,3.4795023816017,0.127110050701589,5.08440202806356e-09,0.0869575826277899,0.149825353273674,4.54016222041437e-09,0.078914510700981,-1.10143979404157e-09,-0.0177473373015678,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0244367170891989,"Negative","Yes","No","Rod","Aerobic"
"04_04_02","D05",13600000,22752.7522058824,23400000,21509.9999145299,3,30,0.772229166666667,0.6213566302485,30441,49308,0.033,0.074,1,0.180888743207216,0.142411250625733,0.137103490967083,0.647910810093348,0.639759333038093,0.660941845737995,0.652863462555102,0.151177921151396,0.14570206749792,0.795190775687066,1.34626439439325,0.551073618706188,0.175502288447861,0.083213042263718,0.0284913271888473,0.00949710906294911,10.6842476958177,1.97210218143987e-07,3.40264867943087,0.0543231927935263,3.9943524112887e-09,0.0683146666868584,0.0973710915679963,4.16115775931608e-09,0.0723268712843589,-1.10143979404157e-09,-0.0177473373015678,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis",0.0490483185375229,"Negative","Yes","No","Rod","Aerobic"
"04_04_04","A06",148900000,24507.8797783748,1.79e+08,23676.609122905,5,5,0.904010416666667,0.702902267818574,14684,3158,0.038,0.0985,1,0.0368221732301585,0.150138137743323,0.146444567242914,0.65942306578241,0.653970584445687,0.660979183673138,0.662367137421801,0.151203543633933,0.152158057117988,8.70681586466861,10.4957805191212,1.78896465445256,0.0373734338836709,0.0706218714927187,0.0205470052285029,0.00410940104570058,7.70512696068859,9.42589766467903e-09,0.160968553690462,0.0224844202905585,1.51003494228062e-10,0.00258239299418264,0.00350177850100565,1.95630083855064e-11,0.000333636788100335,-1.09876133466597e-10,-0.00188040356776581,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas","sp.",0.188429259688154,"Negative","Yes","No","Rod","Aerobic"
"04_04_04","B06",67700000,24547.4277695716,85400000,23671.6100234192,5,5,0.904010416666667,0.768457614167566,7860,2079,0.03,0.0695,1,0.046451984175259,0.150315391375592,0.146422540106203,0.659682469482621,0.65393779428707,0.660979183673138,0.662367137421801,0.151203543633933,0.152158057117988,3.95870674303603,5.00748411359189,1.04877737055586,0.0470032448287715,0.0592190354967074,0.00914416923249171,0.00182883384649834,3.42906346218439,8.99925433227955e-09,0.153680956484619,0.0105550739582345,1.55909511938471e-10,0.00266629347495934,0.00211156245860453,2.47255557213645e-11,0.000421681309556845,-1.09876133466597e-10,-0.00188040356776581,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas","sp.",0.234214973182522,"Negative","Yes","No","Rod","Aerobic"
"04_04_04","C06",3.7e+07,24316.4964864865,46500000,25304.6650537634,5,5,0.904010416666667,0.793741014194139,3656,1195,0.021,0.0455,1,0.0457068799898174,0.149282328667231,0.153736282694772,0.658167741995488,0.664649350163851,0.660979183673138,0.662367137421801,0.151203543633933,0.152158057117988,2.16354725985721,2.72655750915718,0.563010249299965,0.0462581406433298,0.0555515807986045,0.00547671453438871,0.00109534290687774,2.05376795039577,9.88119213007076e-09,0.168742019912241,0.0041805891236022,1.12988895232492e-10,0.00193228463328234,0.0010804761015163,2.3236045193899e-11,0.000396278493260278,-1.09876133466597e-10,-0.00188040356776581,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas","sp.",0.215153981856555,"Negative","Yes","No","Rod","Aerobic"
"04_04_04","D06",15500000,25608.6812903226,23300000,27174.0159227468,5,5,0.904010416666667,0.812725977198697,2057,1216,0.022,0.0405,1,0.0815226673292905,0.155124175416689,0.162402605323107,0.666643457432034,0.676910820790597,0.660979183673138,0.662367137421801,0.151203543633933,0.152158057117988,0.906350879129372,1.3662105368465,0.459859657717127,0.0820739279828033,0.0530180142558415,0.00294314799162573,0.000588629598325147,1.10368049685965,1.15352535876046e-08,0.19698051806711,0.00208455564645634,1.34487461061699e-10,0.00229994331605739,0.00110349310954009,4.73602192935663e-11,0.000807703556501027,-1.09876133466597e-10,-0.00188040356776581,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas","sp.",0.294114389304957,"Negative","Yes","No","Rod","Aerobic"
